"Date","Time","Open","High","Low","Close","Vol","OI","Vol","VolAvg"
12/13/1985,16:00,202.99,210.30,202.97,209.94,827604,0,827604.00,0.00
12/20/1985,16:00,209.94,213.80,209.24,210.94,767185,0,767185.00,0.00
12/27/1985,16:00,210.57,209.94,206.44,209.61,329829,0,329829.00,0.00
01/03/1986,16:00,209.61,211.27,208.92,210.88,408753,0,408753.00,0.00
01/10/1986,16:00,210.88,214.57,204.50,205.96,732144,0,732144.00,0.00
01/17/1986,16:00,205.96,209.39,205.52,208.42,607717,0,607717.00,0.00
01/24/1986,16:00,207.53,207.77,202.60,206.42,518749,0,518749.00,0.00
01/31/1986,16:00,206.43,212.41,206.42,211.77,731246,0,731246.00,0.00
02/07/1986,16:00,211.78,215.27,210.82,214.55,745843,0,745843.00,0.00
02/14/1986,16:00,214.56,219.75,214.47,219.75,699694,0,699694.00,0.00
02/21/1986,16:00,219.76,224.61,219.22,224.61,629545,0,629545.00,0.00
02/28/1986,16:00,224.58,227.91,222.63,226.91,824134,0,824134.00,0.00
03/07/1986,16:00,226.92,227.33,222.17,225.57,794040,0,794040.00,0.00
03/14/1986,16:00,225.57,236.55,225.36,236.55,880835,0,880835.00,0.00
03/21/1986,16:00,236.55,237.35,233.28,233.33,783188,0,783188.00,0.00
03/28/1986,16:00,233.34,240.11,232.91,238.97,622607,0,622607.00,0.00
04/04/1986,16:00,238.97,239.86,228.32,228.69,742636,0,742636.00,0.00
04/11/1986,16:00,228.69,237.85,226.30,235.97,756503,0,756503.00,0.00
04/18/1986,16:00,235.97,243.47,235.42,242.38,719263,0,719263.00,0.00
04/25/1986,16:00,242.38,245.47,240.08,242.28,736103,0,736103.00,0.00
05/02/1986,16:00,242.29,243.57,234.14,234.78,692560,0,692560.00,0.00
05/09/1986,16:00,234.79,238.27,233.97,237.85,626962,0,626962.00,0.00
05/16/1986,16:00,237.85,238.52,232.25,232.75,621748,0,621748.00,0.00
05/23/1986,16:00,232.76,242.16,232.41,241.35,591011,0,591011.00,0.00
05/30/1986,16:00,241.35,249.19,241.35,247.35,567631,0,567631.00,0.00
06/06/1986,16:00,246.04,247.74,242.58,245.66,574182,0,574182.00,0.00
06/13/1986,16:00,245.67,245.91,238.22,245.72,626009,0,626009.00,0.00
06/20/1986,16:00,245.73,247.60,242.57,247.58,629778,0,629778.00,0.00
06/27/1986,16:00,247.58,250.13,244.44,249.60,684069,0,684069.00,0.00
07/04/1986,16:00,249.60,253.19,249.60,251.78,541004,0,541004.00,0.00
07/11/1986,16:00,251.79,251.80,239.07,242.22,725763,0,725763.00,0.00
07/18/1986,16:00,242.22,242.22,233.60,236.36,750217,0,750217.00,0.00
07/25/1986,16:00,236.36,240.36,235.52,240.22,644728,0,644728.00,0.00
08/01/1986,16:00,240.20,240.25,233.07,234.91,617933,0,617933.00,0.00
08/08/1986,16:00,234.91,238.30,231.91,236.88,639280,0,639280.00,0.00
08/15/1986,16:00,236.88,247.14,236.86,247.14,661043,0,661043.00,0.00
08/22/1986,16:00,247.15,250.61,245.47,250.19,632131,0,632131.00,0.00
08/29/1986,16:00,250.19,254.24,247.75,252.92,654615,0,654615.00,0.00
09/05/1986,16:00,252.93,254.13,247.58,250.47,659897,0,659897.00,0.00
09/12/1986,16:00,250.47,250.47,228.74,230.66,910208,0,910208.00,0.00
09/19/1986,16:00,230.67,233.80,228.32,232.21,714051,0,714051.00,0.00
09/26/1986,16:00,232.20,237.05,230.63,232.22,642802,0,642802.00,0.00
10/03/1986,16:00,232.23,236.16,228.08,233.71,640182,0,640182.00,0.00
10/10/1986,16:00,233.71,238.19,233.16,235.47,613535,0,613535.00,0.00
10/17/1986,16:00,235.52,240.17,234.36,238.83,597146,0,597146.00,0.00
10/24/1986,16:00,238.84,239.75,234.77,238.25,621433,0,621433.00,0.00
10/31/1986,16:00,238.22,244.50,236.72,243.97,784768,0,784768.00,0.00
11/07/1986,16:00,243.97,247.05,243.92,245.77,792214,0,792214.00,0.00
11/14/1986,16:00,245.75,247.66,241.96,244.50,737009,0,737009.00,0.00
11/21/1986,16:00,244.50,246.38,235.50,245.86,860595,0,860595.00,0.00
11/28/1986,16:00,245.86,249.22,245.21,249.22,550926,0,550926.00,0.00
12/05/1986,16:00,249.22,254.86,245.72,251.16,861082,0,861082.00,0.00
12/12/1986,16:00,251.16,252.36,247.02,247.35,689970,0,689970.00,0.00
12/19/1986,16:00,247.31,250.03,244.91,249.72,853819,0,853819.00,0.00
12/26/1986,16:00,249.73,249.72,245.85,246.91,490988,0,490988.00,0.00
01/02/1987,16:00,246.90,246.91,241.27,246.44,457051,0,457051.00,0.00
01/09/1987,16:00,246.45,259.19,246.44,258.72,949572,0,949572.00,0.00
01/16/1987,16:00,258.72,267.23,257.91,266.28,1040732,0,1040732.00,0.00
01/23/1987,16:00,266.26,280.95,264.00,270.10,1063020,0,1063020.00,0.00
01/30/1987,16:00,270.10,276.85,267.72,274.08,895576,0,895576.00,0.00
02/06/1987,16:00,274.08,282.26,273.15,280.04,1038555,0,1038555.00,0.00
02/13/1987,16:00,280.04,280.90,273.48,279.69,769690,0,769690.00,0.00
02/20/1987,16:00,279.70,287.55,279.69,285.47,763310,0,763310.00,0.00
02/27/1987,16:00,285.48,285.50,279.37,284.19,814525,0,814525.00,0.00
03/06/1987,16:00,284.17,291.23,282.30,290.65,891394,0,891394.00,0.00
03/13/1987,16:00,290.66,292.51,287.12,289.88,852463,0,852463.00,0.00
03/20/1987,16:00,289.88,298.16,286.63,298.16,910677,0,910677.00,0.00
03/27/1987,16:00,298.16,302.71,296.06,296.12,930746,0,930746.00,0.00
04/03/1987,16:00,296.10,301.30,286.68,300.40,959478,0,959478.00,0.00
04/10/1987,16:00,300.46,303.64,290.93,292.48,889714,0,889714.00,0.00
04/17/1987,16:00,292.48,293.36,275.66,286.90,835309,0,835309.00,0.00
04/24/1987,16:00,286.91,293.45,281.17,281.52,866101,0,866101.00,0.00
05/01/1987,16:00,281.52,290.08,276.21,288.03,919562,0,919562.00,0.00
05/08/1987,16:00,288.02,296.80,286.38,293.37,906617,0,906617.00,0.00
05/15/1987,16:00,293.37,298.68,287.11,287.42,862908,0,862908.00,0.00
05/22/1987,16:00,287.43,287.42,277.01,282.15,857160,0,857160.00,0.00
05/29/1987,16:00,282.16,292.87,282.15,290.10,631180,0,631180.00,0.00
06/05/1987,16:00,290.12,295.11,286.92,293.44,735878,0,735878.00,0.00
06/12/1987,16:00,293.46,302.26,291.55,301.62,811957,0,811957.00,0.00
06/19/1987,16:00,301.62,306.96,301.62,306.96,888499,0,888499.00,0.00
06/26/1987,16:00,306.98,310.27,306.32,307.15,850050,0,850050.00,0.00
07/03/1987,16:00,307.15,308.14,302.53,305.62,620214,0,620214.00,0.00
07/10/1987,16:00,305.64,309.56,304.22,308.37,930856,0,930856.00,0.00
07/17/1987,16:00,308.41,314.59,305.48,314.59,961450,0,961450.00,0.00
07/24/1987,16:00,314.56,314.59,306.10,309.27,851484,0,851484.00,0.00
07/31/1987,16:00,309.30,318.85,308.61,318.65,911810,0,911810.00,0.00
08/07/1987,16:00,318.62,324.14,314.51,323.00,971829,0,971829.00,0.00
08/14/1987,16:00,322.98,336.08,322.94,333.98,1114313,0,1114313.00,0.00
08/21/1987,16:00,333.98,336.37,326.42,335.89,932121,0,932121.00,0.00
08/28/1987,16:00,335.89,337.88,327.03,327.04,878957,0,878957.00,0.00
09/04/1987,16:00,327.03,332.17,316.53,316.69,853697,0,853697.00,0.00
09/11/1987,16:00,316.68,322.44,308.56,321.97,765648,0,765648.00,0.00
09/18/1987,16:00,322.02,323.81,313.44,314.86,825427,0,825427.00,0.00
09/25/1987,16:00,314.92,322.01,308.68,320.15,900011,0,900011.00,0.00
10/02/1987,16:00,320.16,328.93,320.15,328.07,927003,0,927003.00,0.00
10/09/1987,16:00,328.07,328.57,310.96,311.07,878745,0,878745.00,0.00
10/16/1987,16:00,311.07,314.53,281.52,282.69,1123914,0,1123914.00,0.00
10/23/1987,16:00,282.70,282.69,216.46,248.22,2299584,0,2299584.00,0.00
10/30/1987,16:00,248.20,254.03,226.28,251.78,1410042,0,1410042.00,0.00
11/06/1987,16:00,251.73,257.20,242.77,250.41,1060817,0,1060817.00,0.00
11/13/1987,16:00,250.41,250.41,237.63,245.63,874296,0,874296.00,0.00
11/20/1987,16:00,245.69,249.53,235.88,242.00,817247,0,817247.00,0.00
11/27/1987,16:00,242.00,247.89,240.33,240.33,568970,0,568970.00,0.00
12/04/1987,16:00,240.27,240.33,221.24,223.91,956651,0,956651.00,0.00
12/11/1987,16:00,223.98,240.08,223.91,235.32,946017,0,946017.00,0.00
12/18/1987,16:00,235.30,249.17,235.03,249.16,1064978,0,1064978.00,0.00
12/25/1987,16:00,249.14,253.35,247.00,252.02,666395,0,666395.00,0.00
01/01/1988,16:00,252.01,252.02,244.19,247.08,562215,0,562215.00,0.00
01/08/1988,16:00,247.10,261.78,242.94,243.39,933731,0,933731.00,0.00
01/15/1988,16:00,243.38,253.64,240.46,252.05,817326,0,817326.00,0.00
01/22/1988,16:00,252.05,253.33,240.16,246.50,775665,0,775665.00,0.00
01/29/1988,16:00,246.53,257.07,246.50,257.07,968374,0,968374.00,0.00
02/05/1988,16:00,257.05,258.27,250.33,250.96,960624,0,960624.00,0.00
02/12/1988,16:00,250.95,258.86,247.82,257.62,897256,0,897256.00,0.00
02/19/1988,16:00,257.61,261.61,256.57,261.61,644297,0,644297.00,0.00
02/26/1988,16:00,261.60,267.75,260.87,262.45,955528,0,955528.00,0.00
03/04/1988,16:00,262.46,268.75,262.45,267.30,1040323,0,1040323.00,0.00
03/11/1988,16:00,267.28,270.76,261.27,264.93,998778,0,998778.00,0.00
03/18/1988,16:00,264.93,272.63,264.52,271.12,875793,0,875793.00,0.00
03/25/1988,16:00,271.10,271.12,258.12,258.51,786333,0,786333.00,0.00
04/01/1988,16:00,258.50,261.59,256.07,258.88,587185,0,587185.00,0.00
04/08/1988,16:00,258.89,270.21,255.67,269.42,854521,0,854521.00,0.00
04/15/1988,16:00,269.43,272.05,255.97,259.77,923645,0,923645.00,0.00
04/22/1988,16:00,259.75,262.37,254.71,260.13,775150,0,775150.00,0.00
04/29/1988,16:00,260.15,265.09,259.96,261.33,707426,0,707426.00,0.00
05/06/1988,16:00,261.36,263.69,257.03,257.47,756153,0,756153.00,0.00
05/13/1988,16:00,257.47,258.30,252.32,256.78,765381,0,765381.00,0.00
05/20/1988,16:00,256.75,260.19,248.85,253.02,784097,0,784097.00,0.00
05/27/1988,16:00,253.00,255.33,249.82,253.41,678747,0,678747.00,0.00
06/03/1988,16:00,253.44,267.42,253.41,266.44,865371,0,865371.00,0.00
06/10/1988,16:00,266.46,273.20,264.50,271.26,1022080,0,1022080.00,0.00
06/17/1988,16:00,271.28,276.13,268.09,270.67,1008234,0,1008234.00,0.00
06/24/1988,16:00,270.67,276.87,267.52,273.78,855096,0,855096.00,0.00
07/01/1988,16:00,273.78,273.80,268.85,271.78,1042195,0,1042195.00,0.00
07/08/1988,16:00,271.78,276.36,269.31,270.02,653271,0,653271.00,0.00
07/15/1988,16:00,270.03,272.06,266.12,272.05,876061,0,876061.00,0.00
07/22/1988,16:00,271.99,272.05,263.29,263.50,750741,0,750741.00,0.00
07/29/1988,16:00,263.49,272.02,262.47,272.02,819915,0,819915.00,0.00
08/05/1988,16:00,272.03,274.19,270.08,271.14,778994,0,778994.00,0.00
08/12/1988,16:00,271.13,272.46,260.34,262.55,900403,0,900403.00,0.00
08/19/1988,16:00,262.49,262.76,257.50,260.23,723040,0,723040.00,0.00
08/26/1988,16:00,260.24,261.12,256.53,259.67,586529,0,586529.00,0.00
09/02/1988,16:00,259.68,264.89,256.97,264.47,642315,0,642315.00,0.00
09/09/1988,16:00,264.42,268.26,263.65,266.84,552799,0,552799.00,0.00
09/16/1988,16:00,266.85,270.81,265.21,270.64,827088,0,827088.00,0.00
09/23/1988,16:00,270.64,270.64,267.40,269.76,701239,0,701239.00,0.00
09/30/1988,16:00,269.77,274.87,267.77,271.90,674693,0,674693.00,0.00
10/07/1988,16:00,271.89,278.07,268.84,278.07,833284,0,833284.00,0.00
10/14/1988,16:00,278.06,278.68,273.05,275.50,735227,0,735227.00,0.00
10/21/1988,16:00,275.48,283.65,274.40,283.65,853142,0,853142.00,0.00
10/28/1988,16:00,283.63,283.94,276.00,278.53,850127,0,850127.00,0.00
11/04/1988,16:00,278.54,280.37,276.31,276.31,752755,0,752755.00,0.00
11/11/1988,16:00,276.30,276.31,267.21,267.91,693123,0,693123.00,0.00
11/18/1988,16:00,267.93,269.25,262.85,266.46,680358,0,680358.00,0.00
11/25/1988,16:00,266.35,269.56,263.40,267.22,431486,0,431486.00,0.00
12/02/1988,16:00,267.22,274.36,266.96,271.81,662728,0,662728.00,0.00
12/09/1988,16:00,274.93,279.01,271.81,277.03,709151,0,709151.00,0.00
12/16/1988,16:00,277.03,278.82,274.01,276.29,722206,0,722206.00,0.00
12/23/1988,16:00,276.29,280.44,275.61,277.87,702886,0,702886.00,0.00
12/30/1988,16:00,277.87,279.78,276.16,277.71,456667,0,456667.00,0.00
01/06/1989,16:00,277.72,282.06,273.81,280.66,613616,0,613616.00,0.00
01/13/1989,16:00,280.67,284.62,279.43,283.87,767707,0,767707.00,0.00
01/20/1989,16:00,283.87,287.89,282.64,286.62,806824,0,806824.00,0.00
01/27/1989,16:00,287.85,296.08,284.50,293.82,981998,0,981998.00,0.00
02/03/1989,16:00,293.82,298.33,293.54,296.96,934030,0,934030.00,0.00
02/10/1989,16:00,296.97,300.57,291.95,292.02,955488,0,955488.00,0.00
02/17/1989,16:00,292.02,297.12,290.87,296.76,785684,0,785684.00,0.00
02/24/1989,16:00,296.76,297.04,287.12,287.12,616181,0,616181.00,0.00
03/03/1989,16:00,287.13,291.17,286.26,291.17,778546,0,778546.00,0.00
03/10/1989,16:00,291.20,295.62,291.17,292.87,798813,0,798813.00,0.00
03/17/1989,16:00,292.88,299.98,291.08,292.68,886480,0,886480.00,0.00
03/24/1989,16:00,292.69,292.68,288.56,288.97,592606,0,592606.00,0.00
03/31/1989,16:00,288.98,294.95,288.17,294.87,734582,0,734582.00,0.00
04/07/1989,16:00,294.87,297.62,294.35,297.15,794719,0,794719.00,0.00
04/14/1989,16:00,297.16,301.37,296.27,301.36,747391,0,747391.00,0.00
04/21/1989,16:00,301.36,309.61,300.70,309.61,892767,0,892767.00,0.00
04/28/1989,16:00,309.61,310.44,306.07,309.63,803153,0,803153.00,0.00
05/05/1989,16:00,309.64,310.95,306.97,307.61,816403,0,816403.00,0.00
05/12/1989,16:00,307.61,313.84,304.06,313.84,804370,0,804370.00,0.00
05/19/1989,16:00,313.84,321.37,313.84,321.23,964660,0,964660.00,0.00
05/26/1989,16:00,321.24,323.06,317.58,321.59,848901,0,848901.00,0.00
06/02/1989,16:00,321.59,325.62,317.83,325.52,766972,0,766972.00,0.00
06/09/1989,16:00,325.52,327.38,321.27,326.68,950678,0,950678.00,0.00
06/16/1989,16:00,326.69,326.68,318.68,321.35,910936,0,910936.00,0.00
06/23/1989,16:00,321.35,328.00,319.25,328.00,842517,0,842517.00,0.00
06/30/1989,16:00,328.00,329.18,314.37,317.97,810849,0,810849.00,0.00
07/07/1989,16:00,317.98,325.87,317.40,324.90,503482,0,503482.00,0.00
07/14/1989,16:00,324.93,331.88,325.26,331.84,801476,0,801476.00,0.00
07/21/1989,16:00,331.78,337.39,330.75,335.89,880148,0,880148.00,0.00
07/28/1989,16:00,335.90,342.95,332.60,342.14,898256,0,898256.00,0.00
08/04/1989,16:00,342.13,347.98,342.02,343.91,912112,0,912112.00,0.00
08/11/1989,16:00,343.92,351.17,343.90,344.73,1004029,0,1004029.00,0.00
08/18/1989,16:00,344.71,346.38,341.95,346.03,744546,0,744546.00,0.00
08/25/1989,16:00,346.03,352.72,339.00,350.52,829816,0,829816.00,0.00
09/01/1989,16:00,350.52,353.89,348.65,353.72,757530,0,757530.00,0.00
09/08/1989,16:00,353.73,354.12,345.73,348.76,621258,0,621258.00,0.00
09/15/1989,16:00,348.76,350.10,341.37,345.06,827749,0,827749.00,0.00
09/22/1989,16:00,345.06,348.45,344.60,347.05,695584,0,695584.00,0.00
09/29/1989,16:00,347.05,350.31,342.85,349.14,757441,0,757441.00,0.00
10/06/1989,16:00,349.15,359.05,348.35,358.78,855365,0,855365.00,0.00
10/13/1989,16:00,358.76,360.43,332.81,333.64,809208,0,809208.00,0.00
10/20/1989,16:00,333.65,348.82,327.12,347.15,1170217,0,1170217.00,0.00
10/27/1989,16:00,347.11,348.18,333.26,335.06,875052,0,875052.00,0.00
11/03/1989,16:00,335.06,341.73,334.47,337.62,740966,0,740966.00,0.00
11/10/1989,16:00,337.61,339.40,330.90,339.10,743959,0,743959.00,0.00
11/17/1989,16:00,339.08,342.23,337.06,341.61,738499,0,738499.00,0.00
11/24/1989,16:00,341.61,344.23,337.53,343.96,507667,0,507667.00,0.00
12/01/1989,16:00,343.98,351.87,343.36,350.62,802872,0,802872.00,0.00
12/08/1989,16:00,350.63,352.23,346.00,348.68,757801,0,757801.00,0.00
12/15/1989,16:00,348.68,354.10,346.08,350.13,927760,0,927760.00,0.00
12/22/1989,16:00,350.14,350.87,339.62,347.41,843563,0,843563.00,0.00
12/29/1989,16:00,347.42,353.40,346.53,353.39,485319,0,485319.00,0.00
01/05/1990,16:00,353.40,360.59,351.35,352.19,690075,0,690075.00,0.00
01/12/1990,16:00,352.20,354.23,339.48,339.92,809636,0,809636.00,0.00
01/19/1990,16:00,339.93,342.01,333.37,339.14,861411,0,861411.00,0.00
01/26/1990,16:00,339.14,339.95,321.43,325.80,906436,0,906436.00,0.00
02/02/1990,16:00,325.80,332.10,319.83,330.91,845527,0,845527.00,0.00
02/09/1990,16:00,330.92,336.09,326.55,333.62,774980,0,774980.00,0.00
02/16/1990,16:00,333.62,335.63,327.91,332.71,743061,0,743061.00,0.00
02/23/1990,16:00,332.72,332.71,322.10,324.14,639360,0,639360.00,0.00
03/02/1990,16:00,324.16,335.54,323.97,335.54,808235,0,808235.00,0.00
03/09/1990,16:00,335.54,340.65,333.48,337.92,768924,0,768924.00,0.00
03/16/1990,16:00,337.93,341.90,334.92,341.90,773234,0,773234.00,0.00
03/23/1990,16:00,341.91,344.48,333.62,337.21,758092,0,758092.00,0.00
03/30/1990,16:00,337.22,342.58,337.03,339.93,662125,0,662125.00,0.00
04/06/1990,16:00,339.94,344.12,336.33,340.08,719984,0,719984.00,0.00
04/13/1990,16:00,340.08,344.79,339.87,344.34,534385,0,534385.00,0.00
04/20/1990,16:00,344.34,347.30,333.40,335.12,745167,0,745167.00,0.00
04/27/1990,16:00,335.12,335.12,328.70,329.11,679045,0,679045.00,0.00
05/04/1990,16:00,329.11,338.45,327.76,338.38,699525,0,699525.00,0.00
05/11/1990,16:00,338.39,352.31,338.11,352.00,821763,0,821763.00,0.00
05/18/1990,16:00,352.00,358.40,351.94,354.63,878181,0,878181.00,0.00
05/25/1990,16:00,354.64,360.50,353.78,354.58,817687,0,817687.00,0.00
06/01/1990,16:00,354.58,363.52,354.55,363.15,690534,0,690534.00,0.00
06/08/1990,16:00,363.16,368.78,357.67,358.70,841668,0,841668.00,0.00
06/15/1990,16:00,358.71,367.27,357.69,362.90,776524,0,776524.00,0.00
06/22/1990,16:00,362.91,363.19,355.31,355.42,717051,0,717051.00,0.00
06/29/1990,16:00,355.42,359.09,351.22,358.02,702896,0,702896.00,0.00
07/06/1990,16:00,358.02,360.72,354.63,358.41,500334,0,500334.00,0.00
07/13/1990,16:00,358.42,369.67,356.40,367.31,856366,0,856366.00,0.00
07/20/1990,16:00,367.31,369.78,361.29,361.61,834888,0,834888.00,0.00
07/27/1990,16:00,361.61,361.61,350.09,353.43,858625,0,858625.00,0.00
08/03/1990,16:00,353.44,357.54,338.19,344.86,1042535,0,1042535.00,0.00
08/10/1990,16:00,344.86,344.86,332.21,335.52,963580,0,963580.00,0.00
08/17/1990,16:00,335.39,341.91,324.62,327.83,739843,0,739843.00,0.00
08/24/1990,16:00,327.83,329.89,306.17,311.51,949524,0,949524.00,0.00
08/31/1990,16:00,311.55,325.83,311.51,322.56,639341,0,639341.00,0.00
09/07/1990,16:00,322.56,324.52,319.11,323.39,463004,0,463004.00,0.00
09/14/1990,16:00,323.42,326.53,314.76,316.83,619645,0,619645.00,0.00
09/21/1990,16:00,316.83,319.35,307.97,311.32,745462,0,745462.00,0.00
09/28/1990,16:00,311.30,311.32,295.97,306.05,857509,0,857509.00,0.00
10/05/1990,16:00,306.10,319.68,305.76,311.50,824936,0,824936.00,0.00
10/12/1990,16:00,311.50,315.03,294.51,300.03,780919,0,780919.00,0.00
10/19/1990,16:00,300.03,312.47,296.40,312.47,901649,0,901649.00,0.00
10/26/1990,16:00,312.48,315.83,304.70,304.70,719916,0,719916.00,0.00
11/02/1990,16:00,304.74,311.93,299.43,311.85,771462,0,771462.00,0.00
11/09/1990,16:00,311.85,314.76,305.03,313.73,738516,0,738516.00,0.00
11/16/1990,16:00,313.74,321.69,313.72,317.12,817726,0,817726.00,0.00
11/23/1990,16:00,317.15,319.38,312.41,315.10,506194,0,506194.00,0.00
11/30/1990,16:00,315.08,323.02,311.47,322.21,757704,0,757704.00,0.00
12/07/1990,16:00,322.23,333.97,321.96,327.75,989982,0,989982.00,0.00
12/14/1990,16:00,327.75,330.58,325.15,326.82,779438,0,779438.00,0.00
12/21/1990,16:00,326.82,332.46,324.45,331.75,879188,0,879188.00,0.00
12/28/1990,16:00,331.74,331.73,327.23,328.71,347366,0,347366.00,0.00
01/04/1991,16:00,328.71,330.75,318.87,321.00,519898,0,519898.00,0.00
01/11/1991,16:00,320.97,320.96,310.92,315.22,707541,0,707541.00,0.00
01/18/1991,16:00,315.23,332.22,309.35,332.22,906157,0,906157.00,0.00
01/25/1991,16:00,332.23,336.91,327.83,336.07,893379,0,893379.00,0.00
02/01/1991,16:00,336.06,344.89,334.26,343.05,966924,0,966924.00,0.00
02/08/1991,16:00,343.05,363.42,342.95,359.35,1287984,0,1287984.00,0.00
02/15/1991,16:00,359.36,370.54,359.32,369.06,1183801,0,1183801.00,0.00
02/22/1991,16:00,369.06,370.95,364.22,365.64,770756,0,770756.00,0.00
03/01/1991,16:00,365.65,370.46,362.18,370.46,1004770,0,1004770.00,0.00
03/08/1991,16:00,370.47,379.65,369.07,374.94,1109482,0,1109482.00,0.00
03/15/1991,16:00,374.94,378.28,369.55,373.59,978260,0,978260.00,0.00
03/22/1991,16:00,373.59,374.09,365.58,367.47,892142,0,892142.00,0.00
03/29/1991,16:00,367.48,378.47,367.45,375.21,701719,0,701719.00,0.00
04/05/1991,16:00,375.22,381.87,370.27,375.36,930269,0,930269.00,0.00
04/12/1991,16:00,375.35,381.07,371.20,380.39,876445,0,876445.00,0.00
04/19/1991,16:00,380.40,391.26,378.78,384.19,1033798,0,1033798.00,0.00
04/26/1991,16:00,384.19,384.18,376.77,379.02,817256,0,817256.00,0.00
05/03/1991,16:00,379.01,382.13,373.01,380.80,878548,0,878548.00,0.00
05/10/1991,16:00,380.78,383.90,375.61,375.73,790336,0,790336.00,0.00
05/17/1991,16:00,375.74,377.02,365.83,372.38,857271,0,857271.00,0.00
05/24/1991,16:00,372.39,378.08,371.26,377.48,753134,0,753134.00,0.00
05/31/1991,16:00,377.49,389.85,377.12,389.83,816341,0,816341.00,0.00
06/07/1991,16:00,389.81,389.81,378.76,379.42,875807,0,875807.00,0.00
06/14/1991,16:00,379.43,382.30,374.45,382.29,769678,0,769678.00,0.00
06/21/1991,16:00,382.30,382.31,373.87,377.75,805827,0,805827.00,0.00
06/28/1991,16:00,377.74,377.73,367.97,371.15,807940,0,807940.00,0.00
07/05/1991,16:00,371.18,377.92,371.17,374.08,534429,0,534429.00,0.00
07/12/1991,16:00,374.09,381.40,370.91,380.25,799543,0,799543.00,0.00
07/19/1991,16:00,380.28,385.83,380.23,384.21,921246,0,921246.00,0.00
07/26/1991,16:00,384.21,384.86,378.14,380.92,736019,0,736019.00,0.00
08/02/1991,16:00,380.93,389.56,380.44,387.17,794715,0,794715.00,0.00
08/09/1991,16:00,387.17,391.80,384.29,387.12,779081,0,779081.00,0.00
08/16/1991,16:00,387.11,392.12,383.15,385.58,915448,0,915448.00,0.00
08/23/1991,16:00,385.58,395.34,374.09,394.16,1006691,0,1006691.00,0.00
08/30/1991,16:00,394.17,396.82,391.77,395.42,743216,0,743216.00,0.00
09/06/1991,16:00,395.43,397.62,387.36,389.10,639051,0,639051.00,0.00
09/13/1991,16:00,389.11,389.34,382.85,383.59,732745,0,732745.00,0.00
09/20/1991,16:00,383.59,389.41,382.77,387.91,943361,0,943361.00,0.00
09/27/1991,16:00,387.90,389.09,384.45,385.89,781860,0,781860.00,0.00
10/04/1991,16:00,385.91,390.03,381.23,381.25,818255,0,818255.00,0.00
10/11/1991,16:00,381.22,381.45,376.11,381.44,823346,0,823346.00,0.00
10/18/1991,16:00,381.45,393.81,381.44,392.50,979276,0,979276.00,0.00
10/25/1991,16:00,392.49,392.48,382.96,384.19,880245,0,880245.00,0.00
11/01/1991,16:00,384.20,395.10,384.19,391.32,937880,0,937880.00,0.00
11/08/1991,16:00,391.29,396.42,387.58,392.88,876781,0,876781.00,0.00
11/15/1991,16:00,392.90,398.21,382.62,382.62,949025,0,949025.00,0.00
11/22/1991,16:00,382.62,385.39,374.52,376.13,1061405,0,1061405.00,0.00
11/29/1991,16:00,376.14,378.29,371.62,375.21,634772,0,634772.00,0.00
12/06/1991,16:00,375.11,382.38,371.36,379.10,924964,0,924964.00,0.00
12/13/1991,16:00,379.09,385.04,374.78,384.46,966175,0,966175.00,0.00
12/20/1991,16:00,384.48,388.23,380.63,387.04,1076841,0,1076841.00,0.00
12/27/1991,16:00,387.05,406.58,386.95,406.45,695386,0,695386.00,0.00
01/03/1992,16:00,406.49,419.79,406.48,419.34,923219,0,923219.00,0.00
01/10/1992,16:00,419.31,420.50,413.31,415.10,1320503,0,1320503.00,0.00
01/17/1992,16:00,415.05,421.17,413.54,418.86,1396209,0,1396209.00,0.00
01/24/1992,16:00,416.36,419.78,411.32,415.47,893188,0,893188.00,0.00
01/31/1992,16:00,415.44,417.83,408.63,408.78,1046656,0,1046656.00,0.00
02/07/1992,16:00,408.79,416.16,407.44,413.82,920651,0,920651.00,0.00
02/14/1992,16:00,411.07,418.08,411.07,412.47,1074150,0,1074150.00,0.00
02/21/1992,16:00,412.48,414.26,406.34,411.45,999272,0,999272.00,0.00
02/28/1992,16:00,411.46,416.07,408.02,412.69,1067695,0,1067695.00,0.00
03/06/1992,16:00,412.68,413.78,403.64,404.43,995812,0,995812.00,0.00
03/13/1992,16:00,404.45,409.15,401.93,405.84,907024,0,907024.00,0.00
03/20/1992,16:00,405.85,411.30,403.55,411.30,981544,0,981544.00,0.00
03/27/1992,16:00,411.29,411.42,402.87,403.50,881736,0,881736.00,0.00
04/03/1992,16:00,403.50,405.20,398.20,401.55,885990,0,885990.00,0.00
04/10/1992,16:00,401.54,405.92,392.40,404.29,1063429,0,1063429.00,0.00
04/17/1992,16:00,404.28,416.28,403.89,416.05,835791,0,835791.00,0.00
04/24/1992,16:00,416.05,416.05,406.86,409.02,1061108,0,1061108.00,0.00
05/01/1992,16:00,409.03,415.20,406.33,412.53,965778,0,965778.00,0.00
05/08/1992,16:00,412.54,418.53,412.54,416.05,908566,0,908566.00,0.00
05/15/1992,16:00,416.05,418.75,409.85,410.09,933652,0,933652.00,0.00
05/22/1992,16:00,410.13,416.83,410.12,414.02,869188,0,869188.00,0.00
05/29/1992,16:00,414.02,418.36,410.22,415.35,777865,0,777865.00,0.00
06/05/1992,16:00,415.35,417.30,410.96,413.47,1013162,0,1013162.00,0.00
