"Date","Time","Open","High","Low","Close","Vol","OI","Vol","VolAvg"
10/09/1998,16:00,1002.60,1008.75,923.30,984.30,4631904,0,4631904.00,0.00
10/16/1998,16:00,985.30,1062.65,985.30,1056.40,4174297,0,4174297.00,0.00
10/23/1998,16:00,1056.30,1084.05,1054.25,1070.65,3833748,0,3833748.00,0.00
10/30/1998,16:00,1070.65,1103.75,1059.65,1098.65,3534917,0,3534917.00,0.00
11/06/1998,16:00,1098.80,1141.30,1098.80,1141.00,3777388,0,3777388.00,0.00
11/13/1998,16:00,1141.00,1141.00,1115.54,1125.72,3280186,0,3280186.00,0.00
11/20/1998,16:00,1125.72,1163.54,1125.72,1163.54,3374667,0,3374667.00,0.00
11/27/1998,16:00,1163.56,1192.96,1163.56,1192.28,2380257,0,2380257.00,0.00
12/04/1998,16:00,1192.32,1192.72,1149.60,1176.74,3713348,0,3713348.00,0.00
12/11/1998,16:00,1176.74,1193.52,1153.18,1166.46,3548125,0,3548125.00,0.00
12/18/1998,16:00,1166.46,1188.88,1136.88,1188.02,3823122,0,3823122.00,0.00
12/25/1998,16:00,1188.04,1229.88,1188.04,1226.26,2368998,0,2368998.00,0.00
01/01/1999,16:00,1226.26,1244.92,1220.78,1229.23,2476768,0,2476768.00,0.00
01/08/1999,16:00,1229.23,1278.05,1219.10,1275.09,4463208,0,4463208.00,0.00
01/15/1999,16:00,1275.09,1276.22,1206.59,1243.26,4137784,0,4137784.00,0.00
01/22/1999,16:00,1243.26,1274.08,1218.00,1225.19,3347506,0,3347506.00,0.00
01/29/1999,16:00,1225.19,1280.40,1219.46,1279.64,4285554,0,4285554.00,0.00
02/05/1999,16:00,1279.64,1283.64,1232.33,1239.40,4246853,0,4246853.00,0.00
02/12/1999,16:00,1245.35,1254.05,1211.89,1230.13,3666973,0,3666973.00,0.00
02/19/1999,16:00,1248.38,1249.29,1220.53,1239.19,2829365,0,2829365.00,0.00
02/26/1999,16:00,1239.22,1283.91,1225.01,1238.33,3806332,0,3806332.00,0.00
03/05/1999,16:00,1238.33,1275.68,1216.03,1275.47,3780015,0,3780015.00,0.00
03/12/1999,16:00,1275.47,1306.37,1271.62,1294.59,4097974,0,4097974.00,0.00
03/19/1999,16:00,1294.59,1323.75,1290.99,1299.29,3983772,0,3983772.00,0.00
03/26/1999,16:00,1299.29,1303.89,1256.52,1282.80,3734126,0,3734126.00,0.00
04/02/1999,16:00,1282.80,1313.53,1282.70,1293.72,3111878,0,3111878.00,0.00
04/09/1999,16:00,1293.72,1351.18,1293.72,1348.35,3863735,0,3863735.00,0.00
04/16/1999,16:00,1348.35,1361.92,1308.42,1319.00,4660251,0,4660251.00,0.00
04/23/1999,16:00,1319.00,1363.67,1285.04,1356.85,4791026,0,4791026.00,0.00
04/30/1999,16:00,1356.85,1371.67,1314.59,1335.18,4498678,0,4498678.00,0.00
05/07/1999,16:00,1335.18,1354.63,1317.48,1345.00,4352806,0,4352806.00,0.00
05/14/1999,16:00,1345.00,1375.98,1332.71,1337.80,3967600,0,3967600.00,0.00
05/21/1999,16:00,1337.80,1350.50,1321.18,1330.29,3676344,0,3676344.00,0.00
05/28/1999,16:00,1330.29,1332.96,1277.31,1301.82,3952776,0,3952776.00,0.00
06/04/1999,16:00,1301.84,1327.75,1277.51,1327.75,2855435,0,2855435.00,0.00
06/11/1999,16:00,1327.75,1336.43,1287.92,1293.67,3424831,0,3424831.00,0.00
06/18/1999,16:00,1293.64,1344.53,1292.20,1342.84,3777482,0,3777482.00,0.00
06/25/1999,16:00,1342.84,1351.12,1308.50,1315.31,3445695,0,3445695.00,0.00
07/02/1999,16:00,1315.31,1391.22,1315.31,1391.22,4242848,0,4242848.00,0.00
07/09/1999,16:00,1391.22,1405.32,1384.99,1403.28,3046861,0,3046861.00,0.00
07/16/1999,16:00,1403.28,1418.82,1386.54,1418.78,3663650,0,3663650.00,0.00
07/23/1999,16:00,1418.78,1420.14,1349.91,1356.94,3565033,0,3565033.00,0.00
07/30/1999,16:00,1356.94,1370.53,1328.49,1328.72,3475517,0,3475517.00,0.00
08/06/1999,16:00,1328.72,1344.73,1287.30,1300.29,2941644,0,2941644.00,0.00
08/13/1999,16:00,1300.29,1327.70,1267.73,1327.68,3568610,0,3568610.00,0.00
08/20/1999,16:00,1327.68,1344.16,1315.37,1336.61,3300869,0,3300869.00,0.00
08/27/1999,16:00,1336.61,1382.75,1336.61,1348.27,3517945,0,3517945.00,0.00
09/03/1999,16:00,1348.27,1357.75,1304.80,1357.24,3495136,0,3495136.00,0.00
09/10/1999,16:00,1357.24,1361.39,1333.91,1351.66,3094030,0,3094030.00,0.00
09/17/1999,16:00,1351.66,1351.66,1299.95,1335.42,3711932,0,3711932.00,0.00
09/24/1999,16:00,1335.42,1338.55,1263.79,1277.36,4034383,0,4034383.00,0.00
10/01/1999,16:00,1277.36,1295.07,1256.29,1282.81,3830652,0,3830652.00,0.00
10/08/1999,16:00,1282.81,1336.17,1282.81,1336.02,4370530,0,4370530.00,0.00
10/15/1999,16:00,1336.02,1339.15,1245.39,1247.41,4026327,0,4026327.00,0.00
10/22/1999,16:00,1247.41,1308.89,1233.66,1301.65,4566117,0,4566117.00,0.00
10/29/1999,16:00,1301.65,1373.22,1280.48,1362.93,4757272,0,4757272.00,0.00
11/05/1999,16:00,1362.93,1387.30,1346.49,1370.23,4629021,0,4629021.00,0.00
11/12/1999,16:00,1370.23,1396.07,1360.19,1396.06,4417456,0,4417456.00,0.00
11/19/1999,16:00,1396.06,1425.27,1392.17,1422.00,4558495,0,4558495.00,0.00
11/26/1999,16:00,1422.00,1425.24,1399.17,1416.62,2606441,0,2606441.00,0.00
12/03/1999,16:00,1416.62,1447.42,1386.95,1433.30,4546930,0,4546930.00,0.00
12/10/1999,16:00,1433.30,1434.15,1391.50,1417.04,4994047,0,4994047.00,0.00
12/17/1999,16:00,1417.04,1431.77,1395.93,1421.05,5446983,0,5446983.00,0.00
12/24/1999,16:00,1421.03,1461.44,1411.10,1458.34,3443141,0,3443141.00,0.00
12/31/1999,16:00,1458.34,1473.10,1450.83,1469.25,2889344,0,2889344.00,0.00
01/07/2000,16:00,1469.25,1478.00,1377.68,1441.47,5272988,0,5272988.00,0.00
01/14/2000,16:00,1441.47,1473.00,1427.08,1465.15,5112253,0,5112253.00,0.00
01/21/2000,16:00,1465.15,1465.71,1438.54,1441.36,4389014,0,4389014.00,0.00
01/28/2000,16:00,1441.36,1454.09,1356.20,1360.16,5685259,0,5685259.00,0.00
02/04/2000,16:00,1360.16,1434.30,1350.05,1424.37,5123711,0,5123711.00,0.00
02/11/2000,16:00,1422.17,1441.83,1378.89,1387.12,5079923,0,5079923.00,0.00
02/18/2000,16:00,1383.07,1407.72,1345.32,1346.09,5088089,0,5088089.00,0.00
02/25/2000,16:00,1338.70,1370.11,1329.15,1333.36,4173913,0,4173913.00,0.00
03/03/2000,16:00,1333.49,1410.88,1328.88,1409.17,5810957,0,5810957.00,0.00
03/10/2000,16:00,1409.40,1413.46,1346.62,1395.07,5774262,0,5774262.00,0.00
03/17/2000,16:00,1395.07,1477.33,1356.99,1464.47,6155622,0,6155622.00,0.00
03/24/2000,16:00,1464.47,1552.87,1446.06,1527.57,5139212,0,5139212.00,0.00
03/31/2000,16:00,1528.70,1534.63,1474.63,1498.58,5389933,0,5389933.00,0.00
04/07/2000,16:00,1498.58,1526.45,1416.41,1516.35,5547021,0,5547021.00,0.00
04/14/2000,16:00,1516.85,1527.19,1339.40,1356.02,6108931,0,6108931.00,0.00
04/21/2000,16:00,1356.56,1447.69,1346.50,1434.54,4178280,0,4178280.00,0.00
04/28/2000,16:00,1434.54,1482.94,1407.13,1452.43,4962391,0,4962391.00,0.00
05/05/2000,16:00,1452.43,1481.51,1398.36,1432.63,4649792,0,4649792.00,0.00
05/12/2000,16:00,1426.48,1430.55,1375.14,1420.96,4463584,0,4463584.00,0.00
05/19/2000,16:00,1420.96,1470.40,1401.74,1406.95,4274453,0,4274453.00,0.00
05/26/2000,16:00,1407.05,1411.65,1361.09,1378.02,4565650,0,4565650.00,0.00
06/02/2000,16:00,1382.65,1483.23,1382.65,1477.26,3871077,0,3871077.00,0.00
06/09/2000,16:00,1474.06,1477.28,1454.74,1456.95,4243167,0,4243167.00,0.00
06/16/2000,16:00,1456.95,1483.62,1442.38,1464.48,4779039,0,4779039.00,0.00
06/23/2000,16:00,1464.46,1488.93,1438.31,1441.54,4793857,0,4793857.00,0.00
06/30/2000,16:00,1443.65,1467.60,1434.63,1454.60,5263473,0,5263473.00,0.00
07/07/2000,16:00,1454.27,1484.12,1439.56,1478.90,3293861,0,3293861.00,0.00
07/14/2000,16:00,1478.90,1509.89,1470.48,1509.51,4744119,0,4744119.00,0.00
07/21/2000,16:00,1509.98,1517.32,1477.91,1480.11,4690928,0,4690928.00,0.00
07/28/2000,16:00,1480.82,1485.88,1413.89,1419.89,5121596,0,5121596.00,0.00
08/04/2000,16:00,1419.89,1462.93,1418.71,1462.93,4825188,0,4825188.00,0.00
08/11/2000,16:00,1462.93,1490.37,1453.06,1471.84,4647641,0,4647641.00,0.00
08/18/2000,16:00,1471.84,1499.47,1468.56,1491.80,4284449,0,4284449.00,0.00
08/25/2000,16:00,1491.72,1513.47,1489.52,1506.46,3927006,0,3927006.00,0.00
09/01/2000,16:00,1506.45,1530.09,1500.09,1520.77,4131213,0,4131213.00,0.00
09/08/2000,16:00,1520.77,1520.77,1489.88,1494.64,3721257,0,3721257.00,0.00
09/15/2000,16:00,1494.50,1506.76,1460.22,1465.78,5069636,0,5069636.00,0.00
09/22/2000,16:00,1465.81,1467.77,1421.08,1448.71,5296416,0,5296416.00,0.00
09/29/2000,16:00,1450.30,1461.69,1419.44,1436.48,5702787,0,5702787.00,0.00
10/06/2000,16:00,1437.41,1454.82,1397.06,1408.99,5486685,0,5486685.00,0.00
10/13/2000,16:00,1408.99,1409.69,1326.81,1374.10,5696533,0,5696533.00,0.00
10/20/2000,16:00,1373.11,1408.47,1305.79,1396.86,6023007,0,6023007.00,0.00
10/27/2000,16:00,1396.72,1415.64,1337.77,1379.56,5817351,0,5817351.00,0.00
11/03/2000,16:00,1364.44,1433.27,1364.13,1426.69,5784437,0,5784437.00,0.00
11/10/2000,16:00,1428.32,1437.28,1365.99,1365.99,4748596,0,4748596.00,0.00
11/17/2000,16:00,1365.98,1395.96,1328.62,1367.72,5237743,0,5237743.00,0.00
11/24/2000,16:00,1360.31,1360.31,1321.89,1341.77,3407879,0,3407879.00,0.00
12/01/2000,16:00,1341.77,1362.50,1294.90,1315.18,5703339,0,5703339.00,0.00
12/08/2000,16:00,1315.18,1380.33,1310.23,1369.54,6219963,0,6219963.00,0.00
12/15/2000,16:00,1369.89,1389.05,1305.38,1312.33,5565918,0,5565918.00,0.00
12/22/2000,16:00,1316.32,1346.44,1254.07,1305.97,6380004,0,6380004.00,0.00
12/29/2000,16:00,1305.97,1340.10,1301.64,1320.50,2982229,0,2982229.00,0.00
01/05/2001,16:00,1320.28,1350.24,1274.62,1298.47,6487123,0,6487123.00,0.00
01/12/2001,16:00,1298.35,1333.21,1276.29,1318.55,6171646,0,6171646.00,0.00
01/19/2001,16:00,1318.54,1354.55,1313.33,1342.56,5225319,0,5225319.00,0.00
01/26/2001,16:00,1342.54,1369.75,1333.84,1354.94,5963812,0,5963812.00,0.00
02/02/2001,16:00,1351.03,1383.37,1348.72,1349.47,5547756,0,5547756.00,0.00
02/09/2001,16:00,1347.08,1363.55,1309.98,1314.76,5311815,0,5311815.00,0.00
02/16/2001,16:00,1314.36,1336.62,1293.18,1301.47,5557726,0,5557726.00,0.00
02/23/2001,16:00,1301.53,1307.16,1215.44,1245.47,4896885,0,4896885.00,0.00
03/02/2001,16:00,1245.86,1272.76,1214.50,1234.20,5872588,0,5872588.00,0.00
03/09/2001,16:00,1234.18,1267.42,1228.42,1233.42,5266321,0,5266321.00,0.00
03/16/2001,16:00,1228.88,1228.88,1148.64,1150.56,6696852,0,6696852.00,0.00
03/23/2001,16:00,1155.85,1180.56,1081.19,1139.63,6695311,0,6695311.00,0.00
03/30/2001,16:00,1140.15,1183.35,1136.26,1160.34,6071371,0,6071371.00,0.00
04/06/2001,16:00,1160.20,1169.51,1091.99,1128.42,6582584,0,6582584.00,0.00
04/13/2001,16:00,1129.88,1183.51,1126.38,1183.51,4701704,0,4701704.00,0.00
04/20/2001,16:00,1180.39,1253.71,1167.38,1242.93,6922582,0,6922582.00,0.00
04/27/2001,16:00,1242.36,1253.07,1207.38,1253.07,5764025,0,5764025.00,0.00
05/04/2001,16:00,1257.01,1272.93,1232.00,1266.60,5827774,0,5827774.00,0.00
05/11/2001,16:00,1266.61,1270.00,1240.79,1245.65,4849482,0,4849482.00,0.00
05/18/2001,16:00,1245.67,1296.48,1241.02,1291.95,5695580,0,5695580.00,0.00
05/25/2001,16:00,1291.96,1315.93,1276.42,1277.90,5468342,0,5468342.00,0.00
06/01/2001,16:00,1277.89,1278.42,1245.96,1260.67,4286219,0,4286219.00,0.00
06/08/2001,16:00,1262.62,1286.62,1256.36,1264.97,4774247,0,4774247.00,0.00
06/15/2001,16:00,1264.96,1264.96,1203.03,1214.36,5847312,0,5847312.00,0.00
06/22/2001,16:00,1214.36,1240.24,1207.71,1225.42,6259846,0,6259846.00,0.00
06/29/2001,16:00,1227.70,1237.29,1204.64,1224.38,6361411,0,6361411.00,0.00
07/06/2001,16:00,1224.42,1239.78,1188.74,1190.59,3696065,0,3696065.00,0.00
07/13/2001,16:00,1190.59,1218.54,1168.46,1215.68,6149957,0,6149957.00,0.00
07/20/2001,16:00,1215.68,1225.04,1196.14,1210.85,6042644,0,6042644.00,0.00
07/27/2001,16:00,1210.85,1215.22,1165.54,1205.82,5650846,0,5650846.00,0.00
08/03/2001,16:00,1205.82,1226.27,1200.41,1214.35,5528046,0,5528046.00,0.00
08/10/2001,16:00,1214.35,1214.35,1169.55,1190.16,4886991,0,4886991.00,0.00
08/17/2001,16:00,1190.16,1198.79,1156.07,1161.97,4837434,0,4837434.00,0.00
08/24/2001,16:00,1161.97,1185.15,1153.34,1184.93,5006607,0,5006607.00,0.00
08/31/2001,16:00,1184.93,1186.85,1124.87,1133.58,4815130,0,4815130.00,0.00
09/07/2001,16:00,1133.58,1155.40,1082.12,1085.78,5246493,0,5246493.00,0.00
09/14/2001,16:00,1085.78,1096.94,1073.15,1092.54,1238800,0,1238800.00,0.00
09/21/2001,16:00,1092.54,1092.54,944.75,965.80,9660776,0,9660776.00,0.00
09/28/2001,16:00,965.80,1040.94,965.80,1040.94,7879721,0,7879721.00,0.00
10/05/2001,16:00,1040.94,1084.12,1026.76,1071.38,6879879,0,6879879.00,0.00
10/12/2001,16:00,1071.37,1099.16,1052.70,1091.65,6761061,0,6761061.00,0.00
10/19/2001,16:00,1091.65,1107.12,1057.24,1073.48,6153418,0,6153418.00,0.00
10/26/2001,16:00,1073.48,1110.61,1065.64,1104.61,6262829,0,6262829.00,0.00
11/02/2001,16:00,1104.61,1104.61,1053.61,1087.20,6081334,0,6081334.00,0.00
11/09/2001,16:00,1087.20,1135.75,1087.20,1120.31,6482138,0,6482138.00,0.00
11/16/2001,16:00,1120.31,1148.28,1098.32,1138.65,6513983,0,6513983.00,0.00
11/23/2001,16:00,1138.65,1152.45,1129.78,1150.34,4017756,0,4017756.00,0.00
11/30/2001,16:00,1150.34,1163.38,1125.51,1139.45,6428392,0,6428392.00,0.00
12/07/2001,16:00,1139.45,1173.62,1125.78,1158.31,6884101,0,6884101.00,0.00
12/14/2001,16:00,1158.31,1158.31,1114.53,1123.07,6616969,0,6616969.00,0.00
12/21/2001,16:00,1123.09,1152.44,1122.34,1144.89,7106429,0,7106429.00,0.00
12/28/2001,16:00,1144.89,1164.64,1144.62,1161.02,3321821,0,3321821.00,0.00
01/04/2002,16:00,1161.02,1176.55,1136.23,1172.51,5005135,0,5005135.00,0.00
01/11/2002,16:00,1172.51,1176.97,1145.45,1145.60,6396241,0,6396241.00,0.00
01/18/2002,16:00,1145.60,1148.81,1124.45,1127.58,6723919,0,6723919.00,0.00
01/25/2002,16:00,1127.58,1139.50,1117.43,1133.28,5542277,0,5542277.00,0.00
02/01/2002,16:00,1133.28,1138.63,1081.66,1122.20,7754978,0,7754978.00,0.00
02/08/2002,16:00,1122.20,1122.20,1077.78,1096.22,7600270,0,7600270.00,0.00
02/15/2002,16:00,1096.22,1124.72,1094.68,1104.18,6022329,0,6022329.00,0.00
02/22/2002,16:00,1104.18,1104.18,1074.36,1089.84,5301686,0,5301686.00,0.00
03/01/2002,16:00,1089.84,1131.79,1089.84,1131.78,6792155,0,6792155.00,0.00
03/08/2002,16:00,1131.78,1172.76,1130.93,1164.31,7534041,0,7534041.00,0.00
03/15/2002,16:00,1164.31,1173.03,1151.01,1166.16,6502550,0,6502550.00,0.00
03/22/2002,16:00,1166.16,1173.94,1139.48,1148.70,6201797,0,6201797.00,0.00
03/29/2002,16:00,1148.70,1154.45,1131.61,1147.39,4475625,0,4475625.00,0.00
04/05/2002,16:00,1147.39,1147.84,1119.49,1122.73,5744711,0,5744711.00,0.00
04/12/2002,16:00,1122.73,1131.76,1102.42,1111.04,6482981,0,6482981.00,0.00
04/19/2002,16:00,1111.01,1133.00,1099.41,1125.17,6348016,0,6348016.00,0.00
04/26/2002,16:00,1125.17,1125.17,1076.31,1076.32,6695766,0,6695766.00,0.00
05/03/2002,16:00,1076.32,1091.42,1063.46,1073.43,6856221,0,6856221.00,0.00
05/10/2002,16:00,1073.43,1088.92,1048.96,1054.99,6247379,0,6247379.00,0.00
05/17/2002,16:00,1054.99,1106.59,1053.90,1106.59,6321881,0,6321881.00,0.00
05/24/2002,16:00,1106.59,1106.59,1075.64,1083.82,5342176,0,5342176.00,0.00
05/31/2002,16:00,1083.82,1085.98,1054.26,1067.14,4466761,0,4466761.00,0.00
06/07/2002,16:00,1067.14,1070.74,1012.49,1027.53,7393541,0,7393541.00,0.00
06/14/2002,16:00,1027.53,1039.04,981.63,1007.27,7269837,0,7269837.00,0.00
06/21/2002,16:00,1007.27,1040.83,985.65,989.14,6829842,0,6829842.00,0.00
06/28/2002,16:00,989.14,1005.88,952.92,989.82,8974289,0,8974289.00,0.00
07/05/2002,16:00,989.82,994.46,934.87,989.03,5468323,0,5468323.00,0.00
07/12/2002,16:00,989.03,993.56,900.94,921.39,7976094,0,7976094.00,0.00
07/19/2002,16:00,921.39,926.52,842.07,847.75,9989703,0,9989703.00,0.00
07/26/2002,16:00,847.76,854.13,775.68,852.84,11507241,0,11507241.00,0.00
08/02/2002,16:00,852.84,911.64,852.84,864.24,8698183,0,8698183.00,0.00
08/09/2002,16:00,864.24,913.95,833.44,908.64,7266322,0,7266322.00,0.00
08/16/2002,16:00,908.64,935.38,876.20,928.77,6535519,0,6535519.00,0.00
08/23/2002,16:00,928.77,965.00,927.21,940.86,6302387,0,6302387.00,0.00
08/30/2002,16:00,940.86,955.82,903.33,916.07,5434553,0,5434553.00,0.00
09/06/2002,16:00,916.07,916.07,870.50,893.92,5120475,0,5120475.00,0.00
09/13/2002,16:00,893.92,923.98,877.05,889.81,5501942,0,5501942.00,0.00
09/20/2002,16:00,889.81,902.63,839.22,845.39,7055898,0,7055898.00,0.00
09/27/2002,16:00,845.39,856.59,817.65,827.37,7762430,0,7762430.00,0.00
10/04/2002,16:00,827.37,851.91,794.17,800.58,8555463,0,8555463.00,0.00
10/11/2002,16:00,800.58,843.10,768.67,835.32,9161948,0,9161948.00,0.00
10/18/2002,16:00,835.32,886.47,828.48,884.39,7722026,0,7722026.00,0.00
10/25/2002,16:00,884.39,902.88,873.16,897.65,7520103,0,7520103.00,0.00
11/01/2002,16:00,897.65,907.51,867.96,900.96,7169332,0,7169332.00,0.00
11/08/2002,16:00,900.96,925.67,891.66,894.74,7445238,0,7445238.00,0.00
11/15/2002,16:00,894.74,910.21,872.16,909.83,6727308,0,6727308.00,0.00
11/22/2002,16:00,909.83,937.27,893.09,930.55,7737426,0,7737426.00,0.00
11/29/2002,16:00,930.55,941.76,912.11,936.31,5003009,0,5003009.00,0.00
12/06/2002,16:00,936.31,954.32,895.97,912.23,6969153,0,6969153.00,0.00
12/13/2002,16:00,912.23,912.23,888.84,889.48,6199092,0,6199092.00,0.00
12/20/2002,16:00,889.48,911.06,880.36,895.75,6962579,0,6962579.00,0.00
12/27/2002,16:00,895.74,903.89,873.62,875.40,3017701,0,3017701.00,0.00
01/03/2003,16:00,875.40,911.25,869.45,908.59,4506300,0,4506300.00,0.00
01/10/2003,16:00,908.59,932.89,908.32,927.57,7494400,0,7494400.00,0.00
01/17/2003,16:00,927.57,935.05,899.02,901.78,7100600,0,7100600.00,0.00
01/24/2003,16:00,901.79,906.00,859.71,861.40,6215350,0,6215350.00,0.00
01/31/2003,16:00,861.40,868.72,840.34,855.70,7579230,0,7579230.00,0.00
02/07/2003,16:00,855.70,864.64,826.70,829.69,6868600,0,6868600.00,0.00
02/14/2003,16:00,829.69,843.02,806.29,834.89,6699600,0,6699600.00,0.00
02/21/2003,16:00,834.89,852.87,831.48,848.17,4918700,0,4918700.00,0.00
02/28/2003,16:00,847.29,848.17,818.54,841.15,6679447,0,6679447.00,0.00
03/07/2003,16:00,841.96,852.34,811.23,828.89,6465900,0,6465900.00,0.00
03/14/2003,16:00,826.12,841.39,788.90,833.27,7660900,0,7660900.00,0.00
03/21/2003,16:00,833.27,895.90,827.17,895.90,8051730,0,8051730.00,0.00
03/28/2003,16:00,895.79,895.79,858.09,863.50,6406000,0,6406000.00,0.00
04/04/2003,16:00,863.50,885.89,843.68,878.85,7113400,0,7113400.00,0.00
04/11/2003,16:00,878.85,904.89,862.76,868.30,6440000,0,6440000.00,0.00
04/18/2003,16:00,868.30,896.77,868.30,893.58,5576047,0,5576047.00,0.00
04/25/2003,16:00,893.58,919.74,886.70,898.81,7401000,0,7401000.00,0.00
05/02/2003,16:00,898.81,930.56,898.81,930.08,7538910,0,7538910.00,0.00
05/09/2003,16:00,930.08,939.61,919.72,933.41,7333500,0,7333500.00,0.00
05/16/2003,16:00,933.41,948.65,929.30,944.30,7212900,0,7212900.00,0.00
05/23/2003,16:00,944.30,944.30,912.05,933.22,6988300,0,6988300.00,0.00
05/30/2003,16:00,933.22,965.38,927.33,963.59,6465600,0,6465600.00,0.00
06/06/2003,16:00,963.59,1007.69,963.59,987.76,8261700,0,8261700.00,0.00
06/13/2003,16:00,987.76,1002.74,972.59,988.61,6927100,0,6927100.00,0.00
06/20/2003,16:00,988.61,1015.33,988.61,995.69,7542600,0,7542600.00,0.00
06/27/2003,16:00,995.69,995.69,973.80,976.22,6900800,0,6900800.00,0.00
07/04/2003,16:00,976.22,995.00,962.10,985.70,5342600,0,5342600.00,0.00
07/11/2003,16:00,985.70,1010.43,983.63,998.14,7291200,0,7291200.00,0.00
07/18/2003,16:00,998.14,1015.41,978.60,993.32,7656100,0,7656100.00,0.00
07/25/2003,16:00,993.32,998.89,975.63,998.68,7013100,0,7013100.00,0.00
08/01/2003,16:00,998.68,1004.59,978.86,980.15,7228000,0,7228000.00,0.00
08/08/2003,16:00,980.15,985.75,960.84,977.59,6637300,0,6637300.00,0.00
08/15/2003,16:00,977.59,992.50,974.21,990.67,5186470,0,5186470.00,0.00
08/22/2003,16:00,990.67,1011.01,990.67,993.06,6355000,0,6355000.00,0.00
08/29/2003,16:00,993.06,1008.85,983.57,1008.01,5312100,0,5312100.00,0.00
09/05/2003,16:00,1008.01,1029.34,1005.67,1021.39,6065200,0,6065200.00,0.00
09/12/2003,16:00,1021.39,1032.41,1007.71,1018.63,6868800,0,6868800.00,0.00
09/19/2003,16:00,1018.63,1040.29,1013.59,1036.30,6920300,0,6920300.00,0.00
09/26/2003,16:00,1036.30,1036.30,996.08,996.85,7139000,0,7139000.00,0.00
10/03/2003,16:00,996.85,1039.31,990.36,1029.85,7363100,0,7363100.00,0.00
10/10/2003,16:00,1029.85,1048.28,1026.19,1038.06,6254600,0,6254600.00,0.00
10/17/2003,16:00,1038.06,1053.79,1036.57,1039.32,6603200,0,6603200.00,0.00
10/24/2003,16:00,1039.32,1048.57,1018.32,1028.91,7342400,0,7342400.00,0.00
10/31/2003,16:00,1028.91,1053.09,1028.91,1050.71,7692960,0,7692960.00,0.00
11/07/2003,16:00,1050.71,1062.39,1044.88,1053.21,7092000,0,7092000.00,0.00
11/14/2003,16:00,1053.21,1063.65,1043.46,1050.35,6494500,0,6494500.00,0.00
11/21/2003,16:00,1050.35,1050.35,1031.20,1035.28,6655300,0,6655300.00,0.00
11/28/2003,16:00,1036.44,1060.63,1036.44,1058.20,4221420,0,4221420.00,0.00
12/05/2003,16:00,1059.64,1074.30,1059.64,1061.50,6928900,0,6928900.00,0.00
12/12/2003,16:00,1061.50,1074.76,1053.41,1074.14,6792600,0,6792600.00,0.00
12/19/2003,16:00,1077.77,1091.06,1068.00,1088.67,7747600,0,7747600.00,0.00
12/26/2003,16:00,1088.64,1097.92,1086.14,1095.89,3271130,0,3271130.00,0.00
01/02/2004,16:00,1095.89,1118.85,1095.89,1108.49,4252100,0,4252100.00,0.00
01/09/2004,16:00,1110.62,1131.91,1110.62,1121.86,8366700,0,8366700.00,0.00
01/16/2004,16:00,1122.53,1139.82,1115.19,1139.82,8036800,0,8036800.00,0.00
01/23/2004,16:00,1140.62,1150.51,1134.62,1141.55,6710700,0,6710700.00,0.00
01/30/2004,16:00,1141.01,1155.38,1122.38,1131.12,8552600,0,8552600.00,0.00
02/06/2004,16:00,1131.88,1142.79,1124.44,1142.76,7755100,0,7755100.00,0.00
02/13/2004,16:00,1142.74,1158.89,1138.70,1145.81,7200200,0,7200200.00,0.00
02/20/2004,16:00,1147.75,1158.98,1139.00,1144.11,5821300,0,5821300.00,0.00
02/27/2004,16:00,1144.88,1151.68,1134.43,1144.94,7209000,0,7209000.00,0.00
03/05/2004,16:00,1144.94,1163.23,1143.78,1156.86,6971600,0,6971600.00,0.00
03/12/2004,16:00,1156.86,1159.94,1105.87,1120.60,7680600,0,7680600.00,0.00
03/19/2004,16:00,1119.68,1125.76,1102.61,1109.74,7418000,0,7418000.00,0.00
03/26/2004,16:00,1109.78,1115.27,1087.06,1108.02,7229140,0,7229140.00,0.00
04/02/2004,16:00,1108.06,1144.81,1108.06,1141.80,7488540,0,7488540.00,0.00
04/09/2004,16:00,1141.81,1150.57,1134.52,1139.33,5470000,0,5470000.00,0.00
04/16/2004,16:00,1139.87,1147.81,1120.75,1134.56,7129800,0,7129800.00,0.00
04/23/2004,16:00,1134.56,1142.77,1116.03,1140.60,7664300,0,7664300.00,0.00
04/30/2004,16:00,1140.37,1146.84,1107.23,1107.24,8157900,0,8157900.00,0.00
05/07/2004,16:00,1107.30,1127.74,1098.63,1098.69,7865600,0,7865600.00,0.00
05/14/2004,16:00,1098.70,1102.77,1076.32,1095.66,7896800,0,7896800.00,0.00
05/21/2004,16:00,1092.80,1105.93,1079.36,1093.59,6801300,0,6801300.00,0.00
05/28/2004,16:00,1094.84,1123.95,1090.74,1120.63,6762700,0,6762700.00,0.00
06/04/2004,16:00,1119.48,1129.17,1113.32,1122.51,4837400,0,4837400.00,0.00
06/11/2004,16:00,1122.50,1142.18,1122.50,1136.47,4839500,0,4839500.00,0.00
06/18/2004,16:00,1135.21,1139.08,1122.16,1135.02,6491000,0,6491000.00,0.00
06/25/2004,16:00,1135.43,1146.34,1124.37,1134.43,7158200,0,7158200.00,0.00
07/02/2004,16:00,1136.60,1144.22,1123.06,1125.38,6784100,0,6784100.00,0.00
07/09/2004,16:00,1123.58,1123.58,1108.72,1112.81,5199300,0,5199300.00,0.00
07/16/2004,16:00,1111.57,1119.60,1101.07,1101.27,6635300,0,6635300.00,0.00
